kingdom;phylum;class;order;family;species;iNatClass;first_level;second_level;third_level;fourth_level;fifth_level;observations_per_species;second_level_taxonomic_rank;third_level_taxonomic_rank;fourth_level_taxonomic_rank;fifth_level_taxonomic_rank;Observations;Average_observations_per_species_for_the_family
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Matricaria discoidea;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;6142;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Microseris bigelovii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;103;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Microseris borealis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;286;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Microseris nutans;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;146;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Mulgedium pulchellum;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Mycelis muralis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;7435;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nabalus alatus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;711;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nabalus albus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1553;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nabalus altissimus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2226;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nabalus racemosus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;592;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nabalus sagittatus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;14;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nabalus trifoliolatus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1263;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nestotus macleanii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;100;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nothocalais cuspidata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;8;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Nothocalais troximoides;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;264;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Oclemena acuminata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;3147;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Oclemena nemoralis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1202;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Omalotheca norvegica;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;28;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Omalotheca supina;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;7;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Omalotheca sylvatica;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;153;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Onopordum acanthium;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;557;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera aurea;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;582;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera cana;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1193;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera contermina;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;27;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera glabella;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;64;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera heterophylla;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera hyperborealis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;13;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera indecora;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;125;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera macounii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;19;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera obovata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;248;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera ogotorukensis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;24;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera pauciflora;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;242;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera paupercula;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2629;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera plattensis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;53;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera pseudaurea;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;44;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera schweinitziana;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;157;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera streptanthifolia;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;301;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera subnuda;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;9;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Packera tridenticulata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Petasites frigidus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;4720;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Petasites hybridus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;248;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Petasites japonicus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;824;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Picradeniopsis oppositifolia;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;6;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Picris hieracioides;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;329;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella aurantiaca;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;10327;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella caespitosa;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;3574;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella flagellaris;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;36;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella glomerata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;6;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella lactucella;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella officinarum;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1892;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella piloselloides;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1292;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella tristis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pityopsis falcata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pluchea odorata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;7;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Polymnia canadensis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;359;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pseudognaphalium macounii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;320;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pseudognaphalium obtusifolium;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;418;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pseudognaphalium stramineum;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;160;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pseudognaphalium thermale;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;48;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Psilocarphus brevissimus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;7;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Psilocarphus elatior;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;48;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Psilocarphus tenellus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;38;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pyrrocoma carthamoides;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;71;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pyrrocoma lanceolata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;23;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pyrrocoma uniflora;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;8;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Ratibida columnifera;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1092;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Ratibida pinnata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1380;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Rhaponticum repens;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;65;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Rudbeckia grandiflora;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;4;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Rudbeckia hirta;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;8892;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Rudbeckia laciniata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1958;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Rudbeckia speciosa;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Rudbeckia triloba;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1626;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Saussurea americana;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;39;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Saussurea angustifolia;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;191;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Saussurea nuda;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;354;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Scorzoneroides autumnalis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2438;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio elmeri;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;20;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio eremophilus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;257;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio fremontii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;122;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio hydrophiloides;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;39;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio hydrophilus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio integerrimus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;882;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio lugens;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;533;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio megacephalus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;31;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio pseudoarnica;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;336;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio sheldonensis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;10;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio squalidus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio sylvaticus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;374;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio triangularis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1879;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio viscosus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1157;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio vulgaris;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2392;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Sericocarpus rigidus;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;173;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Shinnersoseris rostrata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;7;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Silphium integrifolium;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;23;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Silphium laciniatum;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;217;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Silphium perfoliatum;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1934;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Silphium terebinthinaceum;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;316;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Silybum marianum;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;153;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Sinosenecio newcombei;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago altissima;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;3379;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago arguta;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;42;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago bellidifolia;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago bicolor;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1206;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago brendae;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago caesia;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2942;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago canadensis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;10410;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago chlorolepis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;3;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago elongata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;122;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago fallax;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;12;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago flexicaulis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;5667;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago gigantea;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2034;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago gillmanii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago glutinosa;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago hispida;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1902;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago houghtonii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;49;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago jejunifolia;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;0;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago juncea;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2508;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago latissimifolia;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;26;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago lepida;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1368;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago macrophylla;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;521;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago missouriensis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1193;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago mollis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;202;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago multiradiata;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1858;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago nemoralis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;2485;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago ohioensis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;548;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago ontarioensis;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;104;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago pallida;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;8;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago patula;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;280;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago ptarmicoides;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;1260;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago puberula;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;953;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago racemosa;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;27;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago randii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;30;Phylum;Class;Order;Family;699329;1160
Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago riddellii;Plants;Plants;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;187;Phylum;Class;Order;Family;699329;1160
